Rok;Miesiąc;Dzień;Godzina;Temp. 2m [st.C];Wiatr 10m, Prędkość [m/s];Typ Opadu;Wysokość Opadu [mm];Wilgotność względna [%];Długość geograficzna;Szerokość geograficzna
2019;02;05;12;0,112;1,262;;;74;17.049640;51.123614
2019;02;05;13;0,656;1,268;;;77;17.049640;51.123614
2019;02;05;14;1,065;1,440;;;80;17.049640;51.123614
2019;02;05;15;1,321;1,551;;;81;17.049640;51.123614
2019;02;05;16;1,350;1,867;;;78;17.049640;51.123614
2019;02;05;17;1,315;2,280;;;77;17.049640;51.123614
2019;02;05;18;0,301;2,634;;;82;17.049640;51.123614
2019;02;05;19;-1,063;2,497;;;84;17.049640;51.123614
2019;02;05;20;-2,074;2,201;;;84;17.049640;51.123614
2019;02;05;21;-3,387;2,726;;;85;17.049640;51.123614
2019;02;05;22;-1,710;3,949;;;87;17.049640;51.123614
2019;02;05;23;-2,330;3,731;;;90;17.049640;51.123614
2019;02;06;00;-2,707;3,748;;;91;17.049640;51.123614
2019;02;06;01;-2,489;3,346;;;93;17.049640;51.123614
2019;02;06;02;-1,879;3,554;;;92;17.049640;51.123614
2019;02;06;03;-2,468;3,757;;;93;17.049640;51.123614
2019;02;06;04;-5,428;3,608;;;89;17.049640;51.123614
2019;02;06;05;-5,522;3,468;;;86;17.049640;51.123614
2019;02;06;06;-5,684;3,337;;;84;17.049640;51.123614
2019;02;06;07;-4,824;3,089;;;81;17.049640;51.123614
2019;02;06;08;-5,167;2,989;;;79;17.049640;51.123614
2019;02;06;09;-4,186;2,137;;;78;17.049640;51.123614
2019;02;06;10;-2,665;1,349;;;80;17.049640;51.123614
2019;02;06;11;-0,926;1,232;;;80;17.049640;51.123614
2019;02;06;12;0,039;1,582;;;79;17.049640;51.123614
2019;02;06;13;0,605;1,734;;;84;17.049640;51.123614
2019;02;06;14;0,926;1,951;;;87;17.049640;51.123614
2019;02;06;15;0,702;1,913;;;88;17.049640;51.123614
2019;02;06;16;-0,127;3,275;;;86;17.049640;51.123614
2019;02;06;17;-2,567;4,451;;;83;17.049640;51.123614
2019;02;06;18;-2,293;4,590;;;76;17.049640;51.123614
2019;02;06;19;-2,723;4,440;;;77;17.049640;51.123614
2019;02;06;20;-4,514;4,148;;;77;17.049640;51.123614
2019;02;06;21;-4,426;3,902;;;77;17.049640;51.123614
2019;02;06;22;-2,730;3,775;;;72;17.049640;51.123614
2019;02;06;23;-0,297;3,474;;;66;17.049640;51.123614
2019;02;07;00;-1,393;3,983;;;68;17.049640;51.123614
2019;02;07;01;-0,884;3,972;;;66;17.049640;51.123614
2019;02;07;02;-0,055;3,845;;;63;17.049640;51.123614
2019;02;07;03;-0,625;4,164;;;64;17.049640;51.123614
2019;02;07;04;-6,600;3,132;;;79;17.049640;51.123614
2019;02;07;05;-6,525;3,339;;;75;17.049640;51.123614
2019;02;07;06;-4,477;3,616;;;66;17.049640;51.123614
2019;02;07;07;-2,302;3,884;;;62;17.049640;51.123614
2019;02;07;08;-1,879;4,098;;;60;17.049640;51.123614
2019;02;07;09;-0,344;3,954;;;55;17.049640;51.123614
2019;02;07;10;1,460;4,804;;;53;17.049640;51.123614
2019;02;07;11;2,328;5,349;;;54;17.049640;51.123614
2019;02;07;12;2,933;5,368;;;57;17.049640;51.123614
2019;02;07;13;3,168;6,110;;;55;17.049640;51.123614
2019;02;07;14;2,780;5,999;;;62;17.049640;51.123614
2019;02;07;15;2,173;5,252;;;68;17.049640;51.123614
2019;02;07;16;1,389;4,950;;;68;17.049640;51.123614
2019;02;07;17;0,380;4,548;;;66;17.049640;51.123614
2019;02;07;18;0,419;3,900;;;68;17.049640;51.123614
2019;02;07;19;0,447;3,609;;;68;17.049640;51.123614
2019;02;07;20;0,934;3,880;;;68;17.049640;51.123614
2019;02;07;21;1,426;3,589;;;70;17.049640;51.123614
2019;02;07;22;1,629;3,634;płynny;0,26;80;17.049640;51.123614
2019;02;07;23;1,223;3,138;płynny;0,71;88;17.049640;51.123614
2019;02;08;00;1,138;3,129;płynny;1,10;94;17.049640;51.123614
2019;02;08;01;1,774;3,464;płynny;0,10;94;17.049640;51.123614
2019;02;08;02;2,734;3,769;;;83;17.049640;51.123614
2019;02;08;03;2,554;3,527;;;83;17.049640;51.123614
2019;02;08;04;1,849;3,099;;;85;17.049640;51.123614
2019;02;08;05;1,937;3,351;;;84;17.049640;51.123614
2019;02;08;06;1,495;3,905;;;84;17.049640;51.123614
2019;02;08;07;1,612;3,968;;;83;17.049640;51.123614
2019;02;08;08;1,488;3,846;;;84;17.049640;51.123614
2019;02;08;09;1,806;3,578;;;84;17.049640;51.123614
2019;02;08;10;2,581;3,523;;;83;17.049640;51.123614
2019;02;08;11;3,294;3,594;;;83;17.049640;51.123614
2019;02;08;12;3,583;3,938;;;82;17.049640;51.123614
2019;02;08;13;3,407;4,147;;;84;17.049640;51.123614
2019;02;08;14;3,187;3,998;;;86;17.049640;51.123614
2019;02;08;15;2,643;3,568;;;90;17.049640;51.123614
2019;02;08;16;2,008;3,752;;;92;17.049640;51.123614
2019;02;08;17;0,286;4,281;;;89;17.049640;51.123614
2019;02;08;18;0,272;4,224;;;86;17.049640;51.123614
2019;02;08;19;0,037;3,804;;;86;17.049640;51.123614
2019;02;08;20;-0,164;3,849;;;87;17.049640;51.123614
2019;02;08;21;-0,605;3,875;;;88;17.049640;51.123614
2019;02;08;22;-0,489;4,099;;;87;17.049640;51.123614
2019;02;08;23;-0,383;4,285;;;86;17.049640;51.123614
2019;02;09;00;-0,142;4,502;;;85;17.049640;51.123614
2019;02;09;01;-0,089;4,469;;;82;17.049640;51.123614
2019;02;09;02;0,052;4,765;;;80;17.049640;51.123614
2019;02;09;03;-0,027;4,838;;;79;17.049640;51.123614
2019;02;09;04;2,002;4,853;;;76;17.049640;51.123614
2019;02;09;05;2,250;5,067;;;73;17.049640;51.123614
2019;02;09;06;1,823;5,081;;;73;17.049640;51.123614
2019;02;09;07;2,684;5,188;;;72;17.049640;51.123614
2019;02;09;08;3,198;5,594;;;70;17.049640;51.123614
2019;02;09;09;3,799;5,630;;;68;17.049640;51.123614
2019;02;09;10;4,408;5,489;;;67;17.049640;51.123614
2019;02;09;11;4,943;6,716;;;67;17.049640;51.123614
2019;02;09;12;4,870;6,489;;;73;17.049640;51.123614
2019;02;09;13;5,256;6,535;;;76;17.049640;51.123614
2019;02;09;14;5,223;5,868;;;81;17.049640;51.123614
2019;02;09;15;5,367;5,579;;;84;17.049640;51.123614
2019;02;09;16;4,875;6,060;;;88;17.049640;51.123614
2019;02;09;17;4,077;6,311;;;89;17.049640;51.123614
2019;02;09;18;3,744;6,133;;;87;17.049640;51.123614
2019;02;09;19;3,707;5,441;;;87;17.049640;51.123614
2019;02;09;20;4,058;5,900;;;84;17.049640;51.123614
2019;02;09;21;3,472;6,051;;;84;17.049640;51.123614
2019;02;09;22;3,390;5,993;;;84;17.049640;51.123614
2019;02;09;23;3,560;5,882;;;84;17.049640;51.123614
2019;02;10;00;3,385;5,850;;;84;17.049640;51.123614
2019;02;10;01;3,309;5,767;;;84;17.049640;51.123614
2019;02;10;02;3,334;5,598;;;83;17.049640;51.123614
2019;02;10;03;3,231;5,574;;;83;17.049640;51.123614
2019;02;10;04;4,378;5,887;;;80;17.049640;51.123614
2019;02;10;05;3,887;5,610;;;82;17.049640;51.123614
2019;02;10;06;3,825;4,988;;;85;17.049640;51.123614
2019;02;10;07;4,019;4,741;;;84;17.049640;51.123614
2019;02;10;08;3,915;4,499;;;84;17.049640;51.123614
2019;02;10;09;3,852;4,188;;;83;17.049640;51.123614
2019;02;10;10;4,631;4,803;;;80;17.049640;51.123614
2019;02;10;11;5,513;6,242;;;74;17.049640;51.123614
2019;02;10;12;5,714;6,717;;;70;17.049640;51.123614
2019;02;10;13;5,574;6,425;;;71;17.049640;51.123614
2019;02;10;14;5,688;5,637;;;70;17.049640;51.123614
2019;02;10;15;5,194;5,561;;;70;17.049640;51.123614
2019;02;10;16;4,655;5,648;;;70;17.049640;51.123614
2019;02;10;17;4,520;7,363;;;71;17.049640;51.123614
2019;02;10;18;5,126;8,139;;;73;17.049640;51.123614
2019;02;10;19;5,371;7,655;;;78;17.049640;51.123614
2019;02;10;20;5,858;6,661;;;81;17.049640;51.123614
2019;02;10;21;6,053;6,175;płynny;0,04;82;17.049640;51.123614
2019;02;10;22;5,868;5,956;;;85;17.049640;51.123614
2019;02;10;23;5,023;5,817;;;85;17.049640;51.123614
2019;02;11;00;4,821;5,633;;;85;17.049640;51.123614
2019;02;11;01;4,927;6,291;;;85;17.049640;51.123614
2019;02;11;02;4,900;5,970;;;85;17.049640;51.123614
2019;02;11;03;4,660;5,987;;;79;17.049640;51.123614
2019;02;11;04;4,956;5,633;;;72;17.049640;51.123614
2019;02;11;05;4,609;5,162;;;71;17.049640;51.123614
2019;02;11;06;4,042;5,784;;;73;17.049640;51.123614
2019;02;11;07;3,879;6,261;;;73;17.049640;51.123614
2019;02;11;08;2,522;6,837;;;91;17.049640;51.123614
2019;02;11;09;1,254;6,924;płynny;0,69;98;17.049640;51.123614
2019;02;11;10;2,450;6,995;płynny;0,95;95;17.049640;51.123614
2019;02;11;11;3,288;8,768;płynny;0,24;86;17.049640;51.123614
2019;02;11;12;3,606;8,218;;;84;17.049640;51.123614
2019;02;11;13;3,905;7,544;płynny;0,04;85;17.049640;51.123614
2019;02;11;14;4,065;7,833;;;81;17.049640;51.123614
2019;02;11;15;3,718;7,979;płynny;0,14;86;17.049640;51.123614
2019;02;11;16;3,512;8,182;płynny;0,08;86;17.049640;51.123614
2019;02;11;17;1,976;7,661;płynny;0,54;91;17.049640;51.123614
2019;02;11;18;2,461;7,689;płynny;0,19;86;17.049640;51.123614
2019;02;11;19;0,884;7,549;płynny;0,30;91;17.049640;51.123614
2019;02;11;20;0,721;8,130;płynny;0,45;83;17.049640;51.123614
2019;02;11;21;-2,085;7,129;zmrożony;0,05;96;17.049640;51.123614
2019;02;11;22;-0,359;8,060;;;84;17.049640;51.123614
2019;02;11;23;-1,433;7,966;;;75;17.049640;51.123614
2019;02;12;00;-0,125;7,295;;;76;17.049640;51.123614
2019;02;12;01;-0,233;7,091;;;77;17.049640;51.123614
2019;02;12;02;-0,239;7,360;;;82;17.049640;51.123614
2019;02;12;03;-0,658;7,414;;;83;17.049640;51.123614
2019;02;12;04;-2,417;7,523;;;84;17.049640;51.123614
2019;02;12;05;-2,810;5,972;zmrożony;0,06;96;17.049640;51.123614
2019;02;12;06;-2,586;6,584;zmrożony;0,11;91;17.049640;51.123614
2019;02;12;07;0,335;7,216;płynny;0,09;87;17.049640;51.123614
2019;02;12;08;0,290;7,631;;;89;17.049640;51.123614
2019;02;12;09;0,512;7,015;;;82;17.049640;51.123614
2019;02;12;10;1,261;7,652;;;77;17.049640;51.123614
2019;02;12;11;1,908;7,678;;;73;17.049640;51.123614
2019;02;12;12;2,601;7,490;;;68;17.049640;51.123614
2019;02;12;13;3,246;7,350;;;63;17.049640;51.123614
2019;02;12;14;3,581;7,247;;;59;17.049640;51.123614
2019;02;12;15;3,612;7,200;;;57;17.049640;51.123614
2019;02;12;16;3,241;5,963;;;59;17.049640;51.123614
2019;02;12;17;2,135;5,505;;;62;17.049640;51.123614
2019;02;12;18;1,447;5,255;;;65;17.049640;51.123614
2019;02;12;19;1,000;4,925;;;67;17.049640;51.123614
2019;02;12;20;0,738;4,791;;;69;17.049640;51.123614
2019;02;12;21;0,551;4,599;;;71;17.049640;51.123614
2019;02;12;22;0,323;4,382;;;71;17.049640;51.123614
2019;02;12;23;0,090;4,196;;;71;17.049640;51.123614
2019;02;13;00;0,195;3,733;;;70;17.049640;51.123614
2019;02;13;01;-0,177;3,600;;;75;17.049640;51.123614
2019;02;13;02;0,082;3,573;;;76;17.049640;51.123614
2019;02;13;03;1,004;3,659;;;74;17.049640;51.123614
2019;02;13;04;1,132;4,503;;;85;17.049640;51.123614
2019;02;13;05;-0,116;4,782;płynny;0,10;96;17.049640;51.123614
2019;02;13;06;0,415;4,933;płynny;0,10;99;17.049640;51.123614
2019;02;13;07;2,302;5,003;;;96;17.049640;51.123614
2019;02;13;08;2,324;5,586;;;90;17.049640;51.123614
2019;02;13;09;2,858;6,814;;;86;17.049640;51.123614
2019;02;13;10;2,923;6,635;;;88;17.049640;51.123614
2019;02;13;11;2,560;6,371;;;92;17.049640;51.123614
2019;02;13;12;2,567;6,214;płynny;0,11;93;17.049640;51.123614
2019;02;13;13;3,019;6,337;płynny;0,05;92;17.049640;51.123614
2019;02;13;14;3,620;6,563;;;91;17.049640;51.123614
2019;02;13;15;3,914;7,009;;;91;17.049640;51.123614
2019;02;13;16;4,065;7,206;;;91;17.049640;51.123614
2019;02;13;17;4,197;7,042;płynny;0,04;92;17.049640;51.123614
2019;02;13;18;4,401;6,832;płynny;0,05;91;17.049640;51.123614
2019;02;13;19;4,578;6,641;;;91;17.049640;51.123614
2019;02;13;20;4,783;6,402;;;91;17.049640;51.123614
2019;02;13;21;4,883;6,033;;;91;17.049640;51.123614
2019;02;13;22;4,964;6,291;;;90;17.049640;51.123614
2019;02;13;23;4,957;6,349;;;90;17.049640;51.123614
2019;02;14;00;4,968;6,140;;;89;17.049640;51.123614
2019;02;14;01;4,973;5,803;;;90;17.049640;51.123614
2019;02;14;02;4,903;5,351;;;88;17.049640;51.123614
2019;02;14;03;4,708;4,936;;;88;17.049640;51.123614
2019;02;14;04;4,074;4,613;;;95;17.049640;51.123614
2019;02;14;05;4,286;4,396;;;95;17.049640;51.123614
2019;02;14;06;4,377;4,477;;;95;17.049640;51.123614
2019;02;14;07;4,472;4,280;płynny;0,04;95;17.049640;51.123614
2019;02;14;08;4,415;4,011;;;95;17.049640;51.123614
2019;02;14;09;4,331;4,363;;;94;17.049640;51.123614
2019;02;14;10;4,293;4,161;;;93;17.049640;51.123614
2019;02;14;11;4,224;3,943;;;92;17.049640;51.123614
2019;02;14;12;4,143;3,627;płynny;0,06;93;17.049640;51.123614
2019;02;14;13;4,472;3,446;;;90;17.049640;51.123614
2019;02;14;14;4,626;3,305;;;87;17.049640;51.123614
2019;02;14;15;4,671;3,318;;;88;17.049640;51.123614
2019;02;14;16;4,686;2,778;;;86;17.049640;51.123614
2019;02;14;17;4,775;2,813;;;87;17.049640;51.123614
2019;02;14;18;4,862;2,917;;;86;17.049640;51.123614
2019;02;14;19;4,827;2,719;;;85;17.049640;51.123614
2019;02;14;20;4,536;2,614;;;86;17.049640;51.123614
2019;02;14;21;3,463;2,330;;;88;17.049640;51.123614
2019;02;14;22;0,251;2,638;;;90;17.049640;51.123614
2019;02;14;23;1,014;2,727;;;92;17.049640;51.123614
2019;02;15;00;0,813;2,983;;;90;17.049640;51.123614
2019;02;15;01;0,855;2,899;;;91;17.049640;51.123614
2019;02;15;02;0,715;3,014;;;91;17.049640;51.123614
2019;02;15;03;0,794;3,187;;;89;17.049640;51.123614
2019;02;15;04;0,675;3,234;;;91;17.049640;51.123614
2019;02;15;05;0,543;3,100;;;88;17.049640;51.123614
2019;02;15;06;0,134;3,135;;;87;17.049640;51.123614
2019;02;15;07;1,050;2,964;;;87;17.049640;51.123614
2019;02;15;08;1,099;3,151;;;86;17.049640;51.123614
2019;02;15;09;2,350;2,917;;;81;17.049640;51.123614
2019;02;15;10;3,448;2,356;;;78;17.049640;51.123614
2019;02;15;11;4,753;2,251;;;73;17.049640;51.123614
2019;02;15;12;6,050;2,414;;;68;17.049640;51.123614
2019;02;15;13;7,045;2,780;;;64;17.049640;51.123614
2019;02;15;14;7,634;3,023;;;61;17.049640;51.123614
2019;02;15;15;7,741;3,116;;;62;17.049640;51.123614
2019;02;15;16;7,432;2,928;;;67;17.049640;51.123614
2019;02;15;17;5,927;3,414;;;73;17.049640;51.123614
2019;02;15;18;4,019;3,283;;;75;17.049640;51.123614
2019;02;15;19;3,235;2,597;;;76;17.049640;51.123614
2019;02;15;20;2,524;2,591;;;82;17.049640;51.123614
2019;02;15;21;1,640;2,625;;;85;17.049640;51.123614
2019;02;15;22;1,172;2,446;;;83;17.049640;51.123614
2019;02;15;23;0,562;2,086;;;83;17.049640;51.123614
2019;02;16;00;0,801;1,845;;;75;17.049640;51.123614
2019;02;16;01;1,912;2,080;;;60;17.049640;51.123614
2019;02;16;02;1,815;1,674;;;59;17.049640;51.123614
2019;02;16;03;1,605;0,916;;;60;17.049640;51.123614
2019;02;16;04;1,502;1,473;;;64;17.049640;51.123614
2019;02;16;05;1,354;0,845;;;61;17.049640;51.123614
2019;02;16;06;0,852;0,846;;;59;17.049640;51.123614
2019;02;16;07;3,236;1,607;;;58;17.049640;51.123614
2019;02;16;08;3,928;1,932;;;54;17.049640;51.123614
2019;02;16;09;5,097;1,935;;;44;17.049640;51.123614
2019;02;16;10;5,693;1,444;;;48;17.049640;51.123614
2019;02;16;11;7,377;1,582;;;48;17.049640;51.123614
2019;02;16;12;9,319;1,684;;;44;17.049640;51.123614
2019;02;16;13;10,965;1,631;;;45;17.049640;51.123614
2019;02;16;14;11,658;1,404;;;46;17.049640;51.123614
2019;02;16;15;11,893;1,581;;;48;17.049640;51.123614
2019;02;16;16;11,830;2,070;;;55;17.049640;51.123614
2019;02;16;17;11,179;3,167;;;56;17.049640;51.123614
2019;02;16;18;6,991;4,158;;;53;17.049640;51.123614
2019;02;16;19;4,249;3,914;;;50;17.049640;51.123614
2019;02;16;20;4,358;3,736;;;45;17.049640;51.123614
2019;02;16;21;4,229;3,029;;;47;17.049640;51.123614
2019;02;16;22;2,863;2,384;;;54;17.049640;51.123614
2019;02;16;23;2,798;2,656;;;52;17.049640;51.123614
2019;02;17;00;3,874;3,051;;;47;17.049640;51.123614
2019;02;17;01;5,019;3,921;;;44;17.049640;51.123614
2019;02;17;02;5,000;4,176;;;44;17.049640;51.123614
2019;02;17;03;4,663;4,098;;;47;17.049640;51.123614
2019;02;17;04;3,597;2,155;;;58;17.049640;51.123614
2019;02;17;05;3,995;2,495;;;55;17.049640;51.123614
2019;02;17;06;3,777;2,939;;;58;17.049640;51.123614
2019;02;17;07;4,450;3,046;;;60;17.049640;51.123614
2019;02;17;08;4,853;3,079;;;50;17.049640;51.123614
2019;02;17;09;5,179;2,701;;;52;17.049640;51.123614
2019;02;17;10;6,586;2,334;;;52;17.049640;51.123614
2019;02;17;11;8,007;2,123;;;50;17.049640;51.123614
2019;02;17;12;8,916;1,679;;;51;17.049640;51.123614
2019;02;17;13;9,816;1,220;;;50;17.049640;51.123614
2019;02;17;14;10,632;1,318;;;50;17.049640;51.123614
2019;02;17;15;10,871;1,232;;;50;17.049640;51.123614
2019;02;17;16;10,796;1,088;;;53;17.049640;51.123614
2019;02;17;17;9,963;1,076;;;55;17.049640;51.123614
2019;02;17;18;8,198;1,613;;;57;17.049640;51.123614
2019;02;17;19;7,881;2,599;;;59;17.049640;51.123614
2019;02;17;20;3,937;2,860;;;67;17.049640;51.123614
2019;02;17;21;2,519;2,788;;;65;17.049640;51.123614
2019;02;17;22;2,146;2,613;;;62;17.049640;51.123614
2019;02;17;23;2,711;2,396;;;59;17.049640;51.123614
2019;02;18;00;2,774;2,414;;;62;17.049640;51.123614
2019;02;18;01;2,983;2,736;;;62;17.049640;51.123614
2019;02;18;02;3,577;2,794;;;61;17.049640;51.123614
2019;02;18;03;2,978;2,513;;;64;17.049640;51.123614
2019;02;18;04;1,657;1,688;;;70;17.049640;51.123614
2019;02;18;05;1,000;1,997;;;71;17.049640;51.123614
2019;02;18;06;0,872;2,391;;;70;17.049640;51.123614
2019;02;18;07;3,936;1,820;;;63;17.049640;51.123614
2019;02;18;08;6,170;1,290;;;51;17.049640;51.123614
2019;02;18;09;6,122;0,758;;;50;17.049640;51.123614
2019;02;18;10;6,382;0,851;;;50;17.049640;51.123614
2019;02;18;11;8,035;1,314;;;49;17.049640;51.123614
2019;02;18;12;9,238;0,625;;;47;17.049640;51.123614
2019;02;18;13;10,296;0,576;;;43;17.049640;51.123614
2019;02;18;14;11,120;1,042;;;40;17.049640;51.123614
2019;02;18;15;11,571;1,804;;;40;17.049640;51.123614
2019;02;18;16;11,114;2,413;;;47;17.049640;51.123614
2019;02;18;17;8,978;3,348;;;54;17.049640;51.123614
2019;02;18;18;8,304;2,535;;;63;17.049640;51.123614
2019;02;18;19;7,570;2,616;;;53;17.049640;51.123614
2019;02;18;20;6,645;3,328;;;48;17.049640;51.123614
2019;02;18;21;5,931;3,571;;;52;17.049640;51.123614
2019;02;18;22;4,874;3,415;;;55;17.049640;51.123614
2019;02;18;23;3,386;2,655;;;62;17.049640;51.123614
2019;02;19;00;2,538;2,466;;;67;17.049640;51.123614
2019;02;19;01;2,833;2,436;;;68;17.049640;51.123614
2019;02;19;02;2,784;2,130;;;69;17.049640;51.123614
2019;02;19;03;2,165;2,185;;;69;17.049640;51.123614
2019;02;19;04;4,017;2,139;;;64;17.049640;51.123614
2019;02;19;05;4,931;2,986;;;61;17.049640;51.123614
2019;02;19;06;4,800;3,791;;;65;17.049640;51.123614
2019;02;19;07;4,793;3,599;;;65;17.049640;51.123614
2019;02;19;08;4,296;3,639;;;68;17.049640;51.123614
2019;02;19;09;6,896;4,334;;;60;17.049640;51.123614
2019;02;19;10;8,832;4,160;;;54;17.049640;51.123614
2019;02;19;11;9,575;4,386;;;53;17.049640;51.123614
2019;02;19;12;10,372;4,325;;;53;17.049640;51.123614
2019;02;19;13;11,251;5,454;;;54;17.049640;51.123614
2019;02;19;14;10,730;6,024;;;60;17.049640;51.123614
2019;02;19;15;10,216;5,566;;;63;17.049640;51.123614
2019;02;19;16;9,404;5,105;;;71;17.049640;51.123614
2019;02;19;17;7,001;5,232;;;77;17.049640;51.123614
2019;02;19;18;7,544;5,217;;;81;17.049640;51.123614
2019;02;19;19;7,121;4,710;;;82;17.049640;51.123614
2019;02;19;20;6,164;5,087;;;83;17.049640;51.123614
2019;02;19;21;5,647;4,995;;;83;17.049640;51.123614
2019;02;19;22;5,219;5,066;;;85;17.049640;51.123614
2019;02;19;23;4,674;5,192;;;85;17.049640;51.123614
2019;02;20;00;4,651;5,389;;;85;17.049640;51.123614
2019;02;20;01;4,634;5,967;;;83;17.049640;51.123614
2019;02;20;02;4,429;5,596;;;83;17.049640;51.123614
2019;02;20;03;3,900;5,163;;;84;17.049640;51.123614
2019;02;20;04;3,651;5,617;;;82;17.049640;51.123614
2019;02;20;05;3,565;5,594;;;84;17.049640;51.123614
2019;02;20;06;3,212;5,432;;;85;17.049640;51.123614
2019;02;20;07;3,020;5,252;;;87;17.049640;51.123614
2019;02;20;08;3,093;5,392;;;88;17.049640;51.123614
2019;02;20;09;4,142;5,690;;;82;17.049640;51.123614
2019;02;20;10;4,885;5,606;;;78;17.049640;51.123614
2019;02;20;11;5,657;5,545;;;75;17.049640;51.123614
2019;02;20;12;6,491;5,460;;;71;17.049640;51.123614
2019;02;20;13;7,308;5,593;;;66;17.049640;51.123614
2019;02;20;14;7,853;5,805;;;63;17.049640;51.123614
2019;02;20;15;7,729;6,007;;;64;17.049640;51.123614
2019;02;20;16;7,294;5,581;;;68;17.049640;51.123614
2019;02;20;17;6,716;5,161;;;70;17.049640;51.123614
2019;02;20;18;6,082;5,076;;;71;17.049640;51.123614
2019;02;20;19;6,378;3,705;;;74;17.049640;51.123614
2019;02;20;20;6,258;4,020;;;75;17.049640;51.123614
2019;02;20;21;5,993;3,748;;;78;17.049640;51.123614
2019;02;20;22;5,903;4,062;;;80;17.049640;51.123614
2019;02;20;23;5,484;4,001;;;81;17.049640;51.123614
2019;02;21;00;5,526;3,900;;;82;17.049640;51.123614
2019;02;21;01;4,842;3,543;;;84;17.049640;51.123614
2019;02;21;02;4,350;4,134;;;83;17.049640;51.123614
2019;02;21;03;3,687;4,017;;;84;17.049640;51.123614
2019;02;21;04;2,921;3,749;;;82;17.049640;51.123614
2019;02;21;05;2,558;3,558;;;84;17.049640;51.123614
2019;02;21;06;2,969;3,694;;;83;17.049640;51.123614
2019;02;21;07;4,081;3,516;;;82;17.049640;51.123614
2019;02;21;08;4,188;3,964;;;82;17.049640;51.123614
2019;02;21;09;5,580;4,123;;;77;17.049640;51.123614
2019;02;21;10;6,624;4,050;;;75;17.049640;51.123614
2019;02;21;11;7,168;4,638;;;72;17.049640;51.123614
2019;02;21;12;7,648;5,130;;;69;17.049640;51.123614
2019;02;21;13;7,455;6,064;;;73;17.049640;51.123614
2019;02;21;14;6,299;4,928;płynny;1,18;86;17.049640;51.123614
2019;02;21;15;6,741;3,722;płynny;0,24;84;17.049640;51.123614
2019;02;21;16;6,982;4,035;;;79;17.049640;51.123614
2019;02;21;17;6,736;5,081;;;78;17.049640;51.123614
2019;02;21;18;6,999;5,465;;;81;17.049640;51.123614
2019;02;21;19;7,161;6,155;;;84;17.049640;51.123614
2019;02;21;20;7,061;6,337;płynny;0,21;85;17.049640;51.123614
2019;02;21;21;6,777;6,443;płynny;0,39;89;17.049640;51.123614
2019;02;21;22;6,847;6,351;płynny;0,25;91;17.049640;51.123614
2019;02;21;23;6,838;5,997;płynny;0,55;93;17.049640;51.123614
2019;02;22;00;6,899;5,638;płynny;0,09;94;17.049640;51.123614
2019;02;22;01;6,799;5,543;płynny;0,20;95;17.049640;51.123614
2019;02;22;02;6,463;5,369;płynny;1,06;95;17.049640;51.123614
2019;02;22;03;6,048;5,531;płynny;0,37;94;17.049640;51.123614
2019;02;22;04;6,795;5,693;płynny;0,81;95;17.049640;51.123614
2019;02;22;05;2,887;6,431;płynny;0,22;90;17.049640;51.123614
2019;02;22;06;-2,801;7,099;;;89;17.049640;51.123614
2019;02;22;07;-0,040;6,534;;;86;17.049640;51.123614
2019;02;22;08;-1,109;6,196;;;81;17.049640;51.123614
2019;02;22;09;-0,902;5,744;;;68;17.049640;51.123614
2019;02;22;10;-0,646;5,801;;;56;17.049640;51.123614
2019;02;22;11;-0,482;5,829;;;50;17.049640;51.123614
2019;02;22;12;-0,313;5,702;;;46;17.049640;51.123614
2019;02;22;13;-0,119;5,394;;;42;17.049640;51.123614
2019;02;22;14;-0,014;5,183;;;39;17.049640;51.123614
2019;02;22;15;-0,227;5,216;;;35;17.049640;51.123614
2019;02;22;16;-0,648;5,019;;;33;17.049640;51.123614
2019;02;22;17;-1,638;4,518;;;35;17.049640;51.123614
2019;02;22;18;-2,519;4,735;;;37;17.049640;51.123614
2019;02;22;19;-3,281;4,551;;;38;17.049640;51.123614
2019;02;22;20;-4,259;4,373;;;39;17.049640;51.123614
2019;02;22;21;-4,872;4,183;;;41;17.049640;51.123614
2019;02;22;22;-4,809;3,939;;;43;17.049640;51.123614
2019;02;22;23;-5,625;3,504;;;43;17.049640;51.123614
2019;02;23;00;-5,843;2,983;;;45;17.049640;51.123614
2019;02;23;01;-5,721;2,639;;;45;17.049640;51.123614
2019;02;23;02;-6,334;2,111;;;45;17.049640;51.123614
2019;02;23;03;-6,535;1,507;;;45;17.049640;51.123614
2019;02;23;04;-5,318;1,524;;;38;17.049640;51.123614
2019;02;23;05;-5,479;1,383;;;37;17.049640;51.123614
2019;02;23;06;-5,570;1,316;;;37;17.049640;51.123614
2019;02;23;07;-2,896;0,999;;;37;17.049640;51.123614
2019;02;23;08;-2,873;0,751;;;38;17.049640;51.123614
2019;02;23;09;-2,573;0,966;;;36;17.049640;51.123614
2019;02;23;10;-2,174;1,074;;;34;17.049640;51.123614
2019;02;23;11;-1,689;1,103;;;31;17.049640;51.123614
2019;02;23;12;-1,131;0,990;;;30;17.049640;51.123614
2019;02;23;13;-0,487;0,740;;;28;17.049640;51.123614
2019;02;23;14;0,156;0,963;;;27;17.049640;51.123614
2019;02;23;15;0,587;0,679;;;27;17.049640;51.123614
2019;02;23;16;0,788;0,127;;;28;17.049640;51.123614
